Año,Fecha (dd/mm/aaaa),TRM,Día del mes,Mes,Id Mes
2016,2016-03-03,"3205,6",3,Marzo,3
2016,2016-03-02,"3268,86",2,Marzo,3
2016,2016-03-01,"3319,8",1,Marzo,3
2016,2016-02-29,3306,29,Febrero,2
2016,2016-02-28,3306,28,Febrero,2
2016,2016-02-27,3306,27,Febrero,2
2016,2016-02-26,"3310,16",26,Febrero,2
2016,2016-02-25,"3341,69",25,Febrero,2
2016,2016-02-24,"3322,54",24,Febrero,2
2016,2016-02-23,"3314,24",23,Febrero,2
2016,2016-02-22,"3356,78",22,Febrero,2
2016,2016-02-21,"3356,78",21,Febrero,2
2016,2016-02-20,"3356,78",20,Febrero,2
2016,2016-02-19,"3338,03",19,Febrero,2
2016,2016-02-18,"3391,87",18,Febrero,2
2016,2016-02-17,"3406,87",17,Febrero,2
2016,2016-02-16,"3409,82",16,Febrero,2
2016,2016-02-15,"3409,82",15,Febrero,2
2016,2016-02-14,"3409,82",14,Febrero,2
2016,2016-02-13,"3409,82",13,Febrero,2
2016,2016-02-12,"3434,89",12,Febrero,2
2016,2016-02-11,"3385,65",11,Febrero,2
2016,2016-02-10,"3391,93",10,Febrero,2
2016,2016-02-09,"3367,02",9,Febrero,2
2016,2016-02-08,"3320,49",8,Febrero,2
2016,2016-02-07,"3320,49",7,Febrero,2
2016,2016-02-06,"3320,49",6,Febrero,2
2016,2016-02-05,"3315,75",5,Febrero,2
2016,2016-02-04,"3382,2",4,Febrero,2
2016,2016-02-03,"3387,69",3,Febrero,2
2016,2016-02-02,"3326,82",2,Febrero,2
2016,2016-02-01,"3287,31",1,Febrero,2
2016,2016-01-31,"3287,31",31,Enero,1
2016,2016-01-30,"3287,31",30,Enero,1
2016,2016-01-29,"3302,92",29,Enero,1
2016,2016-01-28,"3366,63",28,Enero,1
2016,2016-01-27,"3375,8",27,Enero,1
2016,2016-01-26,"3362,38",26,Enero,1
2016,2016-01-25,"3281,74",25,Enero,1
2016,2016-01-24,"3281,74",24,Enero,1
2016,2016-01-23,"3281,74",23,Enero,1
2016,2016-01-22,"3368,49",22,Enero,1
2016,2016-01-21,"3357,67",21,Enero,1
2016,2016-01-20,"3297,46",20,Enero,1
2016,2016-01-19,"3293,94",19,Enero,1
2016,2016-01-18,"3293,94",18,Enero,1
2016,2016-01-17,"3293,94",17,Enero,1
2016,2016-01-16,"3293,94",16,Enero,1
2016,2016-01-15,"3240,71",15,Enero,1
2016,2016-01-14,"3235,45",14,Enero,1
2016,2016-01-13,"3246,51",13,Enero,1
2016,2016-01-12,"3268,37",12,Enero,1
2016,2016-01-11,"3268,37",11,Enero,1
2016,2016-01-10,"3268,37",10,Enero,1
2016,2016-01-09,"3268,37",9,Enero,1
2016,2016-01-08,"3287,28",8,Enero,1
2016,2016-01-07,"3250,69",7,Enero,1
2016,2016-01-06,"3203,86",6,Enero,1
2016,2016-01-05,"3213,24",5,Enero,1
2016,2016-01-04,"3149,47",4,Enero,1
2016,2016-01-03,"3149,47",3,Enero,1
2016,2016-01-02,"3149,47",2,Enero,1
2016,2016-01-01,"3149,47",1,Enero,1
2015,2015-12-31,"3149,47",31,Diciembre,12
2015,2015-12-30,"3155,22",30,Diciembre,12
2015,2015-12-29,"3180,87",29,Diciembre,12
2015,2015-12-28,"3172,03",28,Diciembre,12
2015,2015-12-27,"3172,03",27,Diciembre,12
2015,2015-12-26,"3172,03",26,Diciembre,12
2015,2015-12-25,"3172,03",25,Diciembre,12
2015,2015-12-24,"3255,19",24,Diciembre,12
2015,2015-12-23,"3307,24",23,Diciembre,12
2015,2015-12-22,"3332,7",22,Diciembre,12
2015,2015-12-21,"3337,68",21,Diciembre,12
2015,2015-12-20,"3337,68",20,Diciembre,12
2015,2015-12-19,"3337,68",19,Diciembre,12
2015,2015-12-18,"3333,37",18,Diciembre,12
2015,2015-12-17,"3317,72",17,Diciembre,12
2015,2015-12-16,"3328,08",16,Diciembre,12
2015,2015-12-15,3356,15,Diciembre,12
2015,2015-12-14,"3299,36",14,Diciembre,12
2015,2015-12-13,"3299,36",13,Diciembre,12
2015,2015-12-12,"3299,36",12,Diciembre,12
2015,2015-12-11,"3259,56",11,Diciembre,12
2015,2015-12-10,"3294,02",10,Diciembre,12
2015,2015-12-09,"3287,03",9,Diciembre,12
2015,2015-12-08,"3287,03",8,Diciembre,12
2015,2015-12-07,"3179,22",7,Diciembre,12
2015,2015-12-06,"3179,22",6,Diciembre,12
2015,2015-12-05,"3179,22",5,Diciembre,12
2015,2015-12-04,"3149,12",4,Diciembre,12
2015,2015-12-03,"3166,67",3,Diciembre,12
2015,2015-12-02,"3131,95",2,Diciembre,12
2015,2015-12-01,"3142,11",1,Diciembre,12
2015,2015-11-30,"3101,1",30,Noviembre,11
2015,2015-11-29,"3101,1",29,Noviembre,11
2015,2015-11-28,"3101,1",28,Noviembre,11
2015,2015-11-27,"3099,75",27,Noviembre,11
2015,2015-11-26,"3099,75",26,Noviembre,11
2015,2015-11-25,"3074,35",25,Noviembre,11
2015,2015-11-24,"3086,82",24,Noviembre,11
2015,2015-11-23,"3047,31",23,Noviembre,11
2015,2015-11-22,"3047,31",22,Noviembre,11
2015,2015-11-21,"3047,31",21,Noviembre,11
2015,2015-11-20,"3082,04",20,Noviembre,11
2015,2015-11-19,"3108,7",19,Noviembre,11
2015,2015-11-18,"3069,24",18,Noviembre,11
2015,2015-11-17,"3073,23",17,Noviembre,11
2015,2015-11-16,"3073,23",16,Noviembre,11
2015,2015-11-15,"3073,23",15,Noviembre,11
2015,2015-11-14,"3073,23",14,Noviembre,11
2015,2015-11-13,"3009,36",13,Noviembre,11
2015,2015-11-12,"2935,86",12,Noviembre,11
2015,2015-11-11,"2935,86",11,Noviembre,11
2015,2015-11-10,"2921,15",10,Noviembre,11
2015,2015-11-09,"2896,19",9,Noviembre,11
2015,2015-11-08,"2896,19",8,Noviembre,11
2015,2015-11-07,"2896,19",7,Noviembre,11
2015,2015-11-06,"2853,32",6,Noviembre,11
2015,2015-11-05,"2819,63",5,Noviembre,11
2015,2015-11-04,"2825,25",4,Noviembre,11
2015,2015-11-03,"2897,83",3,Noviembre,11
2015,2015-11-02,"2897,83",2,Noviembre,11
2015,2015-11-01,"2897,83",1,Noviembre,11
2015,2015-10-31,"2897,83",31,Octubre,10
2015,2015-10-30,"2921,32",30,Octubre,10
2015,2015-10-29,"2926,75",29,Octubre,10
2015,2015-10-28,"2950,87",28,Octubre,10
2015,2015-10-27,"2918,21",27,Octubre,10
2015,2015-10-26,"2912,08",26,Octubre,10
2015,2015-10-25,"2912,08",25,Octubre,10
2015,2015-10-24,"2912,08",24,Octubre,10
2015,2015-10-23,"2925,36",23,Octubre,10
2015,2015-10-22,"2966,68",22,Octubre,10
2015,2015-10-21,"2929,19",21,Octubre,10
2015,2015-10-20,"2912,99",20,Octubre,10
2015,2015-10-19,"2879,89",19,Octubre,10
2015,2015-10-18,"2879,89",18,Octubre,10
2015,2015-10-17,"2879,89",17,Octubre,10
2015,2015-10-16,"2908,87",16,Octubre,10
2015,2015-10-15,"2928,69",15,Octubre,10
2015,2015-10-14,"2910,7",14,Octubre,10
2015,2015-10-13,"2855,74",13,Octubre,10
2015,2015-10-12,"2855,74",12,Octubre,10
2015,2015-10-11,"2855,74",11,Octubre,10
2015,2015-10-10,"2855,74",10,Octubre,10
2015,2015-10-09,"2887,21",9,Octubre,10
2015,2015-10-08,"2891,91",8,Octubre,10
2015,2015-10-07,"2913,74",7,Octubre,10
2015,2015-10-06,"2971,15",6,Octubre,10
2015,2015-10-05,"3034,9",5,Octubre,10
2015,2015-10-04,"3034,9",4,Octubre,10
2015,2015-10-03,"3034,9",3,Octubre,10
2015,2015-10-02,"3061,85",2,Octubre,10
2015,2015-10-01,"3086,75",1,Octubre,10
2015,2015-09-30,"3121,94",30,Septiembre,9
2015,2015-09-29,"3096,98",29,Septiembre,9
2015,2015-09-28,"3080,44",28,Septiembre,9
2015,2015-09-27,"3080,44",27,Septiembre,9
2015,2015-09-26,"3080,44",26,Septiembre,9
2015,2015-09-25,"3135,17",25,Septiembre,9
2015,2015-09-24,"3099,28",24,Septiembre,9
2015,2015-09-23,"3065,74",23,Septiembre,9
2015,2015-09-22,"3001,68",22,Septiembre,9
2015,2015-09-21,"2984,9",21,Septiembre,9
2015,2015-09-20,"2984,9",20,Septiembre,9
2015,2015-09-19,"2984,9",19,Septiembre,9
2015,2015-09-18,"2975,13",18,Septiembre,9
2015,2015-09-17,"2989,04",17,Septiembre,9
2015,2015-09-16,"3025,28",16,Septiembre,9
2015,2015-09-15,"3032,59",15,Septiembre,9
2015,2015-09-14,"3012,96",14,Septiembre,9
2015,2015-09-13,"3012,96",13,Septiembre,9
2015,2015-09-12,"3012,96",12,Septiembre,9
2015,2015-09-11,"3080,57",11,Septiembre,9
2015,2015-09-10,"3105,4",10,Septiembre,9
2015,2015-09-09,"3138,46",9,Septiembre,9
2015,2015-09-08,"3113,55",8,Septiembre,9
2015,2015-09-07,"3113,55",7,Septiembre,9
2015,2015-09-06,"3113,55",6,Septiembre,9
2015,2015-09-05,"3113,55",5,Septiembre,9
2015,2015-09-04,"3119,93",4,Septiembre,9
2015,2015-09-03,"3142,34",3,Septiembre,9
2015,2015-09-02,"3093,64",2,Septiembre,9
2015,2015-09-01,"3079,97",1,Septiembre,9
2015,2015-08-31,"3101,1",31,Agosto,8
2015,2015-08-30,"3101,1",30,Agosto,8
2015,2015-08-29,"3101,1",29,Agosto,8
2015,2015-08-28,"3195,47",28,Agosto,8
2015,2015-08-27,"3238,51",27,Agosto,8
2015,2015-08-26,"3194,24",26,Agosto,8
2015,2015-08-25,"3208,37",25,Agosto,8
2015,2015-08-24,"3102,6",24,Agosto,8
2015,2015-08-23,"3102,6",23,Agosto,8
2015,2015-08-22,"3102,6",22,Agosto,8
2015,2015-08-21,"3053,65",21,Agosto,8
2015,2015-08-20,"3027,2",20,Agosto,8
2015,2015-08-19,"3003,35",19,Agosto,8
2015,2015-08-18,"2983,12",18,Agosto,8
2015,2015-08-17,"2983,12",17,Agosto,8
2015,2015-08-16,"2983,12",16,Agosto,8
2015,2015-08-15,"2983,12",15,Agosto,8
2015,2015-08-14,"2966,12",14,Agosto,8
2015,2015-08-13,"2937,63",13,Agosto,8
2015,2015-08-12,"2943,97",12,Agosto,8
2015,2015-08-11,"2913,45",11,Agosto,8
2015,2015-08-10,"2955,31",10,Agosto,8
2015,2015-08-09,"2955,31",9,Agosto,8
2015,2015-08-08,"2955,31",8,Agosto,8
2015,2015-08-07,"2955,31",7,Agosto,8
2015,2015-08-06,"2945,97",6,Agosto,8
2015,2015-08-05,"2906,95",5,Agosto,8
2015,2015-08-04,"2902,98",4,Agosto,8
2015,2015-08-03,"2862,51",3,Agosto,8
2015,2015-08-02,"2862,51",2,Agosto,8
2015,2015-08-01,"2862,51",1,Agosto,8
2015,2015-07-31,"2866,04",31,Julio,7
2015,2015-07-30,"2855,32",30,Julio,7
2015,2015-07-29,"2855,44",29,Julio,7
2015,2015-07-28,"2854,13",28,Julio,7
2015,2015-07-27,"2857,46",27,Julio,7
2015,2015-07-26,"2857,46",26,Julio,7
2015,2015-07-25,"2857,46",25,Julio,7
2015,2015-07-24,"2807,36",24,Julio,7
2015,2015-07-23,"2790,26",23,Julio,7
2015,2015-07-22,"2765,1",22,Julio,7
2015,2015-07-21,"2751,88",21,Julio,7
2015,2015-07-20,"2751,88",20,Julio,7
2015,2015-07-19,"2751,88",19,Julio,7
2015,2015-07-18,"2751,88",18,Julio,7
2015,2015-07-17,"2727,23",17,Julio,7
2015,2015-07-16,"2713,04",16,Julio,7
2015,2015-07-15,"2688,2",15,Julio,7
2015,2015-07-14,"2693,54",14,Julio,7
2015,2015-07-13,"2667,37",13,Julio,7
2015,2015-07-12,"2667,37",12,Julio,7
2015,2015-07-11,"2667,37",11,Julio,7
2015,2015-07-10,"2670,79",10,Julio,7
2015,2015-07-09,"2690,79",9,Julio,7
2015,2015-07-08,"2690,15",8,Julio,7
2015,2015-07-07,"2665,41",7,Julio,7
2015,2015-07-06,"2642,97",6,Julio,7
2015,2015-07-05,"2642,97",5,Julio,7
2015,2015-07-04,"2642,97",4,Julio,7
2015,2015-07-03,"2623,91",3,Julio,7
2015,2015-07-02,"2626,8",2,Julio,7
2015,2015-07-01,"2598,68",1,Julio,7
2015,2015-06-30,"2585,11",30,Junio,6
2015,2015-06-29,"2585,11",29,Junio,6
2015,2015-06-28,"2585,11",28,Junio,6
